62	309	152	499	213	92	353	3	896	501
624	698	300	334	549	824	925	536	62	294
980	95	470	114	483	627	894	972	138	196
521	369	952	835	938	609	530	929	465	672
274	188	101	87	123	400	105	346	628	532
664	912	831	845	834	700	99	880	205	797
775	820	645	298	963	84	540	341	778	9
16	819	961	691	545	865	878	905	110	145
332	334	12	629	113	981	550	293	554	932
939	53	462	567	826	379	682	95	932	527
436	737	303	167	714	433	77	925	75	375
281	827	735	977	113	55	374	251	752	22
603	528	307	767	808	201	469	563	713	673
209	394	50	588	276	980	402	173	580	359
287	409	839	415	210	851	65	75	984	301
610	199	699	797	279	511	34	111	678	636
157	620	383	326	119	511	854	651	861	553
300	800	177	783	704	674	435	984	634	487
879	998	90	140	860	633	813	878	432	41
667	731	158	238	840	895	13	93	509	267
868	321	641	172	976	639	434	402	96	263
211	392	844	978	946	251	849	820	659	266
517	680	19	946	217	953	162	608	345	831
618	510	102	104	835	575	845	597	588	333
233	134	955	140	865	471	287	215	228	569
885	347	215	974	511	973	342	277	122	94
14	168	707	443	686	432	645	567	610	847
42	566	528	198	809	403	793	992	386	337
168	503	117	788	237	266	728	458	738	878
441	606	552	244	776	344	28	763	563	874
614	968	463	675	514	275	794	249	473	552
932	680	502	233	831	3	122	601	349	385
616	673	820	243	270	276	578	273	436	991
790	134	242	164	348	724	487	712	976	250
711	11	448	18	277	743	794	691	671	157
519	33	153	426	458	931	351	840	114	133
173	805	688	531	582	929	436	663	544	854
215	296	463	726	413	61	875	654	971	9
280	284	695	325	346	492	4	73	240	833
740	984	504	332	455	651	413	340	304	880
21	257	648	927	80	421	859	838	856	998
212	610	939	102	741	224	98	887	781	152
543	421	721	358	773	605	429	547	917	60
874	806	510	181	934	489	473	131	846	913
734	490	693	20	99	224	492	186	898	19
112	775	642	841	381	74	854	976	783	824
103	419	938	576	538	599	176	976	332	283
654	167	623	202	365	386	522	882	81	459
393	416	802	460	265	572	342	957	275	875
597	369	861	731	570	621	773	250	732	713
510	166	635	648	499	928	426	908	284	583
660	230	143	332	43	461	182	438	948	79
851	499	838	440	670	568	471	198	69	266
180	582	250	517	715	156	813	928	803	201
559	196	954	20	873	160	341	469	599	648
170	341	655	879	295	430	362	92	689	458
945	537	749	331	168	85	453	913	351	750
668	778	631	240	313	952	561	969	498	136
131	411	118	258	489	322	404	704	317	715
336	268	201	302	748	440	949	556	225	23
458	173	327	512	979	65	190	676	65	182
104	514	682	37	463	394	428	788	966	312
785	887	837	988	898	459	763	10	442	784
470	963	386	309	73	718	428	593	598	858
611	871	119	18	133	202	7	541	123	385
562	875	129	568	488	943	746	34	272	319
217	689	742	98	633	425	798	250	311	463
716	863	68	579	631	432	585	236	33	622
716	759	674	206	733	100	880	690	854	261
305	87	837	568	440	875	250	994	418	637
303	379	425	578	905	348	660	914	413	529
719	911	709	217	574	314	68	390	945	613
599	416	266	920	152	679	143	161	588	880
460	267	124	200	486	611	737	541	977	430
152	247	80	724	589	889	614	966	106	11
284	385	420	240	289	535	223	217	559	644
850	545	808	739	673	222	112	444	740	103
858	657	162	761	60	479	462	795	821	761
825	23	115	436	775	805	464	683	852	34
472	558	112	837	435	529	965	713	690	879
371	343	458	480	186	581	828	927	976	182
426	326	166	988	228	259	89	882	270	309
838	424	853	544	247	102	32	594	488	158
644	503	228	547	172	886	509	753	47	649
981	261	414	531	258	912	565	34	190	152
803	342	281	820	383	759	757	329	47	352
451	18	567	517	773	797	20	377	252	71
18	729	234	779	838	409	359	703	61	637
231	435	897	129	75	142	853	126	118	649
846	866	768	260	845	73	59	652	252	447
450	68	152	50	760	307	172	334	517	559
276	283	321	974	490	124	205	809	309	953
878	356	582	644	851	681	851	666	878	949
51	376	567	790	315	134	895	494	705	995
226	497	187	918	661	577	835	565	394	999
35	256	209	952	809	979	594	37	35	839
29	686	432	341	238	462	614	544	504	19
296	866	752	481	772	689	294	948	990	535
737	472	85	818	795	830	679	608	984	9
583	778	929	761	588	785	206	373	296	801
484	743	104	1000	276	663	529	232	83	486
409	791	172	257	383	375	725	775	813	785
21	230	675	353	848	412	353	496	873	623
146	196	729	487	364	119	827	641	765	146
605	942	518	258	639	395	891	200	363	429
940	413	796	149	235	866	225	109	942	485
910	682	120	872	815	22	315	626	684	901
547	51	371	789	985	457	603	355	590	785
751	525	272	616	394	679	444	732	799	380
152	860	866	322	302	832	293	753	814	202
164	148	674	720	559	404	446	601	959	815
709	641	652	248	302	690	536	469	90	531
593	438	295	277	90	306	368	762	601	898
138	962	535	877	543	526	536	128	565	369
54	124	54	484	803	814	609	285	277	955
533	667	932	161	381	857	521	148	354	568
512	81	773	538	119	690	29	658	219	807
268	915	358	358	966	274	11	180	358	598
969	694	757	467	173	133	639	46	496	979
581	516	806	646	899	937	37	398	478	544
33	281	340	638	927	161	878	342	144	645
888	425	505	464	717	698	555	479	76	385
907	490	283	328	514	189	847	275	57	170
937	922	567	221	927	75	572	991	871	433
107	110	804	837	700	712	36	558	332	45
13	929	371	36	812	895	111	353	309	898
850	180	308	54	328	575	817	265	468	997
229	318	140	180	166	936	359	305	857	673
433	805	431	681	990	462	812	107	355	603
77	496	921	923	444	371	615	861	110	799
28	67	663	902	380	666	22	953	44	232
209	702	178	685	325	568	864	621	231	233
172	316	906	905	695	535	81	830	274	801
227	481	206	345	563	328	923	40	288	905
668	85	581	473	713	146	669	844	128	630
717	356	80	439	21	192	725	306	720	431
927	321	780	9	79	868	394	534	493	235
723	503	294	379	191	342	75	580	195	464
506	951	30	378	205	536	844	678	109	395
586	497	378	292	416	665	903	465	716	872
274	964	282	80	960	531	323	951	138	550
951	384	817	940	103	122	612	300	637	55
843	566	821	726	329	521	615	891	640	854
133	117	78	767	614	816	164	253	626	920
229	352	66	153	432	682	425	581	483	378
533	953	417	180	110	736	216	728	564	138
458	875	528	125	151	814	999	131	186	76
854	591	358	834	736	764	95	141	567	776
109	212	646	668	725	738	768	343	84	936
677	161	286	147	39	262	650	55	139	472
449	512	444	461	442	892	585	372	735	710
528	129	138	644	135	883	196	854	36	112
65	560	201	965	1000	523	468	851	354	296
538	460	384	101	574	740	876	510	492	165
373	346	423	672	723	502	696	750	775	451
975	900	547	256	610	990	335	374	399	968
246	989	442	676	130	834	56	739	190	233
589	425	389	121	754	976	469	79	969	365
712	276	555	571	336	512	332	688	739	581
759	33	895	928	798	962	320	220	781	441
999	355	891	765	555	976	363	607	61	767
825	426	252	890	867	145	237	786	354	335
835	10	1000	961	136	395	450	998	471	50
727	765	327	779	720	819	664	681	897	19
717	672	729	142	188	838	765	260	881	948
517	293	598	579	522	455	877	792	657	239
833	104	240	879	137	332	872	298	914	984
14	232	355	766	968	79	288	770	808	149
849	262	809	719	580	649	947	296	645	13
763	499	937	298	836	426	872	693	915	630
168	380	958	949	760	223	943	846	141	96
678	59	995	713	316	822	689	207	871	647
613	45	500	843	714	976	66	708	679	784
5	996	35	796	157	970	262	137	468	316
956	134	246	5	878	713	945	677	390	990
864	811	978	968	560	575	633	18	393	867
197	916	930	404	910	524	535	259	588	154
299	490	386	605	657	433	864	972	677	515
540	719	153	244	258	275	315	961	821	9
134	938	772	608	98	532	573	840	995	928
355	729	549	238	917	485	734	659	542	656
557	538	552	939	918	480	717	674	153	583
20	87	960	807	804	486	193	585	715	484
578	96	592	304	974	522	827	375	161	292
171	148	602	99	278	981	113	840	279	562
159	377	894	296	741	893	948	581	805	435
290	1	317	612	687	492	966	329	861	361
939	266	436	911	116	291	151	563	924	726
808	397	350	593	712	972	172	172	906	715
907	490	37	606	340	106	21	962	967	893
832	874	896	627	731	780	321	506	588	193
442	229	518	464	156	439	469	10	22	110
453	652	14	932	183	328	62	508	239	943
755	800	126	281	270	581	414	781	170	897
276	630	315	514	698	671	32	657	764	110
585	666	989	961	730	726	421	765	282	573
9	623	451	340	950	203	644	871	450	813
500	729	855	507	996	891	414	851	897	741
490	831	93	454	287	249	473	877	143	126
967	669	804	905	948	322	534	287	56	73
923	944	58	620	238	491	570	25	198	43
95	175	57	6	618	545	497	839	144	657
211	118	689	889	643	935	343	747	166	617
688	147	321	575	232	229	506	179	771	54
659	308	362	518	928	575	156	927	204	547
28	517	390	577	545	861	721	537	445	570
927	255	364	539	124	200	195	774	648	261
582	184	492	320	536	899	759	217	232	570
680	678	804	777	503	776	447	51	691	944
132	199	988	453	784	944	65	201	834	882
996	384	791	393	457	208	286	802	613	35
422	417	687	678	701	259	570	245	833	960
557	244	98	880	354	600	267	455	366	547
94	659	271	240	32	940	787	103	245	516
788	253	188	941	410	100	100	495	851	924
429	925	641	517	98	834	220	663	940	569
924	598	116	493	361	73	683	459	106	903
8	208	475	646	69	148	334	100	764	61
19	571	627	51	867	780	570	152	276	759
947	516	244	110	552	151	33	287	827	492
71	140	453	466	635	729	464	401	816	875
476	213	337	902	553	417	378	647	105	396
612	526	139	704	170	257	748	902	889	757
943	604	557	93	722	378	61	576	857	558
575	133	501	568	926	504	777	967	176	473
9	631	517	918	875	197	954	528	346	368
418	159	172	872	553	105	199	77	385	677
612	782	827	727	518	916	172	726	395	181
212	968	359	337	180	145	89	998	91	947
238	864	992	654	95	218	626	711	969	669
196	420	504	424	786	441	432	885	936	294
56	522	212	730	859	113	652	916	477	723
931	427	498	630	584	266	518	762	753	166
115	872	626	163	148	819	687	983	290	84
371	600	739	854	272	313	751	361	316	981
44	412	310	192	192	597	812	593	678	603
611	135	729	752	453	190	772	761	437	589
804	506	572	886	737	342	865	50	289	758
536	278	802	632	380	134	46	931	27	504
439	395	213	746	840	176	150	907	492	797
831	583	527	304	909	137	563	628	103	868
334	962	214	736	458	928	976	820	752	765
171	63	215	140	624	840	790	222	262	539
520	500	969	998	844	664	109	857	690	213
94	135	680	869	963	560	982	693	750	746
889	653	924	326	55	993	407	867	266	744
745	714	182	760	6	526	654	753	645	154
850	473	96	882	302	92	175	838	143	149
45	161	83	350	730	541	226	728	337	172
156	86	744	846	294	499	485	306	792	878
852	139	191	179	670	711	433	631	795	825
658	182	463	202	35	729	180	73	223	284
903	759	985	559	948	104	597	459	592	891
692	84	563	339	75	415	405	819	644	517
366	295	735	417	623	582	877	694	5	653
811	1	851	769	480	390	741	636	840	920
448	387	864	441	376	368	985	788	456	785
675	747	297	575	786	742	841	656	178	713
800	252	895	924	450	145	476	596	580	782
593	682	148	405	75	448	602	552	884	355
770	436	18	956	826	407	665	295	928	459
310	571	700	48	477	195	433	941	482	259
737	77	915	115	777	315	880	921	690	900
981	921	99	638	690	258	96	590	787	369
142	544	370	914	840	655	462	850	921	946
651	938	672	369	999	16	163	336	486	425
348	893	465	49	256	457	446	70	771	906
338	136	822	760	408	235	760	505	715	530
956	250	442	330	950	491	926	4	587	870
580	115	270	632	842	86	23	232	178	793
968	638	252	162	254	869	191	552	752	982
59	582	987	682	49	234	379	950	899	504
618	557	197	767	863	813	689	319	888	919
92	605	608	118	665	537	919	270	103	91
373	137	170	184	276	131	75	661	448	907
516	528	722	157	771	817	535	434	109	258
114	40	397	319	387	132	603	165	911	994
352	689	753	391	405	302	70	202	933	981
352	658	45	853	380	539	676	689	715	74
942	862	592	327	935	409	281	189	662	207
796	690	873	314	826	63	303	523	789	308
935	904	120	406	580	504	359	105	303	728
873	42	185	282	54	325	529	72	296	998
592	381	499	314	90	106	840	810	371	468
908	793	547	483	600	606	376	816	903	547
550	576	541	915	537	1000	900	876	870	409
643	520	35	199	514	780	903	133	110	175
631	245	954	577	586	950	136	141	915	12
140	395	54	687	314	381	443	770	876	755
386	827	225	400	751	313	369	306	383	674
511	543	182	406	241	821	446	171	141	134
823	810	681	788	613	716	201	286	177	859
286	394	97	204	959	92	59	41	722	357
87	556	854	16	788	336	372	32	54	741
307	469	503	687	458	155	198	455	120	899
121	975	343	347	930	196	521	236	292	783
511	212	974	836	126	732	124	582	594	536
520	936	355	193	523	440	761	778	127	421
947	493	374	405	776	992	369	213	168	120
889	498	574	271	573	427	779	680	543	387
63	765	384	10	850	20	720	247	241	165
519	499	463	947	82	463	21	824	570	605
656	721	134	221	901	419	442	165	433	426
261	282	759	74	661	352	220	989	9	927
977	286	963	643	302	14	482	205	111	606
852	454	270	97	532	723	322	722	107	361
533	991	315	207	148	533	966	310	626	419
107	843	917	965	210	541	167	863	332	991
321	610	850	342	960	144	644	808	486	556
600	184	148	462	497	628	17	668	950	169
950	398	569	187	684	780	441	428	251	857
316	979	676	334	643	385	797	681	77	855
787	249	378	547	23	748	858	157	852	756
735	85	346	108	821	847	109	33	76	854
990	362	938	757	238	990	920	849	20	875
115	715	628	75	85	196	360	428	305	148
925	255	618	706	347	394	984	913	171	371
762	201	845	53	572	913	742	296	929	13
860	267	904	93	403	659	624	245	633	284
674	113	809	434	692	569	504	837	64	749
448	328	479	878	460	811	526	637	903	300
853	256	326	682	59	473	24	484	859	1
172	622	334	694	920	124	93	259	922	815
833	600	733	672	355	487	717	497	196	342
861	424	873	367	104	914	421	683	155	508
205	441	882	470	118	351	260	543	125	343
396	46	715	472	757	820	165	985	389	958
921	542	663	748	733	304	141	253	197	619
998	156	890	425	829	917	72	49	795	414
211	568	148	934	567	818	114	313	81	696
382	895	686	925	493	212	729	496	227	930
276	366	522	594	962	475	146	276	454	132
545	955	786	459	769	69	275	830	691	218
546	897	288	790	206	911	501	640	83	168
522	568	571	12	489	138	781	107	907	405
87	503	130	405	171	359	723	66	256	369
55	606	725	110	836	990	799	900	418	714
522	445	189	100	909	527	516	122	220	705
441	155	670	956	279	651	526	33	308	907
843	173	992	748	360	80	585	601	496	719
820	197	424	370	370	996	486	54	456	527
1000	696	437	535	219	712	103	807	337	572
262	801	709	391	1000	236	96	761	96	919
22	68	557	288	146	261	932	160	850	898
873	109	687	303	463	45	793	58	265	379
482	60	114	798	142	662	763	717	127	317
807	100	189	358	150	794	951	213	984	316
234	478	777	734	640	514	858	731	967	360
707	964	132	980	567	524	378	514	772	788
886	754	611	434	37	971	727	205	126	414
183	43	206	481	634	775	734	545	788	488
134	17	536	853	129	648	620	69	360	57
486	209	696	83	207	623	495	600	484	683
587	436	453	603	110	577	667	456	199	25
505	646	659	168	717	931	37	779	155	206
695	850	795	847	422	843	602	625	94	888
40	109	501	217	438	556	483	382	416	560
120	802	215	691	781	762	614	538	50	509
753	545	665	515	813	52	287	918	453	369
390	717	692	212	304	654	466	633	760	443
697	201	354	328	190	540	684	965	160	252
56	909	95	561	883	534	862	151	760	539
473	154	613	110	825	94	256	311	769	465
937	126	681	716	258	912	333	24	715	990
258	999	585	850	151	606	287	863	831	908
912	678	659	299	396	936	646	498	785	277
273	530	540	393	116	220	235	563	525	391
736	140	775	881	727	161	928	96	154	900
747	771	574	680	359	451	981	887	503	231
789	496	502	694	181	349	580	835	380	321
177	747	254	92	753	787	836	277	462	138
428	860	605	14	195	899	196	533	248	560
702	22	727	43	6	14	379	28	5	591
404	382	311	419	255	207	593	217	465	314
616	144	190	239	100	431	446	741	100	437
42	930	501	822	124	48	951	62	256	244
965	999	758	933	702	146	847	783	849	222
288	573	574	116	182	634	219	30	967	848
343	589	607	139	206	967	970	449	834	901
189	15	269	511	701	21	179	327	46	731
904	519	876	937	815	956	119	563	345	315
13	130	795	227	865	280	552	888	668	804
954	969	571	765	260	751	310	588	342	330
304	897	344	490	754	328	499	588	650	34
570	157	251	700	229	745	53	616	66	469
377	307	915	995	579	618	83	345	236	380
456	853	887	440	172	24	947	73	604	807
627	812	287	564	211	403	990	461	933	46
361	314	134	525	452	497	745	514	92	273
987	957	523	965	191	394	506	694	495	308
991	540	393	921	313	231	141	404	117	495
101	632	389	641	187	187	71	136	922	706
911	300	562	25	664	764	412	376	430	37
164	171	756	458	155	785	268	49	367	126
586	13	731	183	547	111	592	347	554	568
125	458	176	742	982	996	7	274	970	285
801	177	583	345	884	886	44	367	634	296
958	616	127	106	347	402	96	564	505	65
86	685	813	100	268	82	255	442	997	166
762	515	397	400	756	249	314	513	425	517
110	397	943	619	900	573	528	43	136	125
189	266	20	354	113	318	28	583	765	622
928	169	928	298	517	544	748	810	324	168
596	307	193	533	10	56	424	150	930	359
805	751	923	328	129	560	412	858	189	973
302	295	885	37	128	798	599	170	588	264
833	416	658	280	750	99	460	400	216	397
566	758	74	461	622	413	675	41	382	206
802	61	942	230	163	357	270	190	145	853
125	943	534	183	665	514	142	930	814	93
921	963	489	768	660	868	973	952	681	677
528	668	560	970	796	370	392	429	725	922
1	57	432	293	587	72	893	824	873	268
352	396	386	217	752	157	256	698	336	495
834	745	906	6	582	602	925	576	538	309
255	646	831	463	703	49	62	412	228	103
225	916	763	354	695	52	36	135	900	990
841	559	131	958	22	444	309	261	613	352
854	723	418	147	977	675	856	286	536	592
209	939	413	81	299	20	444	249	395	22
748	94	656	124	761	680	270	940	595	667
528	127	419	563	673	348	472	55	626	500
756	855	916	154	121	528	170	515	631	365
330	424	245	499	431	409	491	268	458	140
221	103	971	794	515	663	454	864	73	415
511	571	975	908	539	296	274	398	231	310
906	715	482	243	366	580	108	389	637	504
518	145	207	27	691	412	310	160	966	853
771	152	311	943	353	763	953	564	142	389
693	937	580	671	512	36	738	135	725	935
12	316	97	472	410	490	652	923	128	864
170	578	295	890	270	502	870	780	530	991
959	12	80	741	777	952	758	560	641	836
258	273	700	60	430	459	824	407	944	739
331	798	947	629	811	567	116	130	196	416
586	301	241	736	309	788	899	1000	252	779
993	997	839	375	922	954	527	430	592	351
202	137	84	407	457	563	770	921	481	303
316	829	518	831	443	32	891	51	32	720
10	683	879	483	188	761	603	372	785	970
968	453	928	726	122	423	776	855	636	467
697	552	830	214	129	470	398	758	52	893
998	156	305	760	419	80	678	141	903	130
921	830	468	230	367	850	52	350	493	798
847	643	137	510	431	31	76	998	448	778
601	183	690	245	214	162	509	812	372	87
991	710	136	196	846	51	488	360	213	852
823	38	497	53	826	434	336	258	363	967
297	661	906	499	779	152	470	680	169	271
622	958	316	968	950	447	353	614	152	211
583	666	981	403	546	679	670	526	332	638
163	590	793	257	355	149	785	649	995	872
316	100	463	196	150	90	248	435	357	473
44	884	297	67	425	729	574	575	111	177
201	939	328	554	269	200	536	449	699	424
443	929	15	475	497	76	252	507	442	503
652	39	803	213	725	565	739	971	618	174
803	17	301	81	779	915	83	114	868	127
429	381	698	774	134	765	929	792	596	202
172	399	20	863	480	211	682	952	58	210
525	661	948	597	204	967	755	502	51	305
287	935	601	37	376	625	655	941	562	268
848	874	681	937	409	643	247	921	720	987
842	866	798	41	714	175	948	904	535	555
187	332	560	459	126	826	264	874	711	531
737	921	301	53	291	704	416	658	625	694
145	883	26	250	2	92	542	752	730	814
131	604	479	856	752	761	471	946	995	386
208	618	590	557	523	19	484	928	196	22
240	416	156	821	398	57	82	689	28	269
543	893	537	902	142	564	275	923	203	421
703	676	209	426	864	603	528	6	533	869
746	611	688	940	233	259	272	653	387	607
214	437	413	618	197	565	398	966	874	868
388	733	826	289	377	6	106	733	367	712
229	405	583	531	197	221	134	774	163	597
479	634	93	405	510	683	294	450	884	119
136	894	533	190	435	114	613	958	348	922
880	514	502	965	46	387	129	138	851	797
793	669	543	773	115	588	234	12	519	117
676	157	426	866	315	525	400	659	44	165
676	16	529	157	120	356	666	757	794	928
771	227	515	159	510	163	919	803	87	115
515	123	266	424	646	83	678	236	94	344
140	513	374	418	959	446	243	414	676	741
328	435	674	218	579	12	957	54	312	797
844	561	248	49	684	366	166	414	249	157
342	195	125	599	90	248	555	26	721	335
851	863	416	797	536	812	402	402	641	549
192	267	25	488	228	654	112	103	266	176
578	244	385	128	516	443	257	274	407	489
484	447	129	319	843	863	875	406	194	830
479	633	100	739	953	644	344	918	835	568
739	108	152	261	105	781	180	539	326	154
530	682	371	658	851	255	490	54	362	801
229	867	497	865	657	381	969	781	447	775
23	424	423	91	418	672	459	276	524	452
223	353	340	748	532	612	342	970	401	681
343	743	718	415	483	252	613	607	303	947
747	893	755	345	733	446	927	301	819	556
653	804	500	854	212	5	231	945	111	642
825	480	360	987	266	525	796	975	853	993
170	305	631	800	468	549	505	702	552	986
761	559	105	808	302	972	798	772	660	865
259	821	269	231	295	909	404	776	169	592
931	257	901	400	909	822	624	595	975	854
859	480	360	833	219	392	336	63	7	93
724	791	248	949	748	439	802	14	951	398
789	647	97	184	544	904	347	878	975	401
272	158	24	927	186	557	651	370	805	808
416	81	791	997	333	580	609	644	23	117
482	149	939	800	674	299	952	980	234	2
753	884	593	212	162	575	811	195	990	729
97	714	615	247	444	759	185	744	746	950
368	715	40	144	306	812	764	146	407	419
544	465	305	158	419	177	814	819	899	170
548	189	442	560	875	190	809	681	44	61
255	169	831	269	760	960	61	94	868	768
503	570	774	129	493	215	237	43	372	837
69	780	86	762	295	409	388	458	712	137
687	745	34	368	833	206	557	488	120	49
72	250	131	257	507	690	498	282	386	312
956	481	501	947	979	443	550	729	400	261
243	754	143	622	738	232	42	462	66	46
751	680	567	605	811	539	180	199	980	984
681	163	698	9	485	954	269	599	888	48
917	454	207	830	927	452	537	974	655	877
976	158	274	60	811	21	801	840	592	158
401	929	655	398	744	67	810	467	218	914
88	873	748	929	36	172	865	867	888	378
567	555	669	591	930	96	48	763	257	580
638	25	632	275	39	549	454	633	821	107
32	812	16	479	510	758	295	198	77	305
103	230	856	73	135	153	287	46	211	492
875	801	323	716	300	451	343	567	253	133
978	302	20	654	517	991	769	832	40	939
113	885	697	279	217	738	778	827	175	774
708	396	227	347	192	39	339	539	907	477
282	891	239	527	995	840	35	104	188	889
700	953	227	915	77	649	785	227	18	981
635	73	468	337	376	340	88	166	302	716
173	285	165	81	737	810	411	47	87	532
367	952	4	504	93	911	262	851	588	120
761	520	300	994	590	541	146	427	763	221
680	829	245	46	518	433	361	186	946	400
751	144	40	191	328	225	373	531	62	781
735	123	535	814	21	668	710	843	520	373
225	867	962	20	878	869	999	781	645	951
366	144	219	77	486	537	445	90	583	217
936	619	46	751	239	355	509	886	419	148
265	164	222	898	599	841	257	193	30	249
140	148	122	697	581	17	276	491	577	744
924	600	525	379	545	884	249	228	544	553
48	682	828	899	963	944	327	508	92	969
357	493	751	437	22	899	481	185	208	96
54	118	180	745	492	77	601	104	238	941
573	540	81	391	106	400	629	438	436	307
246	106	899	694	954	131	984	694	123	274
657	64	114	520	95	385	385	73	779	406
667	935	572	494	423	578	304	660	121	843
515	20	792	649	10	19	303	177	106	818
924	818	50	233	238	828	589	377	318	571
255	737	259	311	95	231	411	264	683	359
154	201	730	467	335	686	903	137	683	186
989	308	275	881	83	897	424	420	314	575
226	613	462	162	506	699	837	267	854	841
36	89	421	952	138	720	628	724	223	888
787	895	205	681	791	1	615	672	89	843
175	555	776	634	648	47	28	838	712	571
217	30	310	983	590	699	968	448	880	210
813	608	470	141	594	35	64	805	245	919
488	277	799	801	156	920	964	352	406	196
366	768	899	370	358	698	960	776	960	855
972	844	759	957	624	283	522	20	919	346
404	965	210	960	702	261	772	249	163	186
294	656	383	5	476	674	408	142	170	217
347	268	697	758	98	816	297	964	567	986
276	940	214	974	243	386	306	877	740	535
822	578	593	283	244	226	421	424	510	339
722	176	734	651	546	679	54	690	625	40
42	248	558	538	204	818	54	234	901	703
968	828	250	365	639	483	724	186	260	93
616	117	709	629	708	816	924	833	137	23
492	456	332	649	343	680	741	787	953	72
744	39	655	520	311	361	705	884	294	919
583	179	850	191	292	604	497	89	131	897
162	673	250	460	837	350	406	523	111	6
139	613	638	171	464	112	600	48	319	485
622	878	24	970	685	300	712	134	42	179
985	918	280	190	563	629	206	531	635	565
572	623	924	420	120	111	352	73	412	819
848	457	916	928	298	811	361	120	595	32
701	746	39	361	900	460	665	556	156	984
149	100	711	241	388	918	651	248	665	139
22	708	495	473	971	885	392	67	578	166
476	883	378	624	266	480	685	258	634	985
676	807	445	869	691	829	133	645	670	36
713	776	848	953	897	582	920	559	90	599
618	543	607	259	139	669	507	423	592	546
219	121	12	631	996	701	590	586	432	283
789	126	965	557	990	152	129	534	370	306
314	792	590	609	966	925	715	428	600	219
21	300	669	815	352	666	506	764	50	434
521	92	556	25	612	308	254	167	683	445
586	10	971	928	495	169	460	26	703	625
720	140	620	351	979	450	325	789	697	947
701	232	253	470	170	246	978	645	545	520
766	247	390	91	399	668	549	975	180	664
678	869	310	894	600	901	202	221	903	987
73	949	76	353	323	703	725	875	226	48
139	542	897	855	643	158	480	543	173	141
782	661	415	440	115	766	83	614	992	2
963	627	355	856	933	165	269	374	973	399
148	138	767	136	596	362	468	789	955	513
305	778	525	160	20	425	696	454	605	611
760	106	823	106	51	360	697	756	572	916
943	809	516	342	917	997	14	665	289	568
819	801	48	969	571	777	390	293	204	39
404	687	360	866	745	660	129	166	829	163
314	827	83	30	609	3	239	798	283	575
148	804	993	470	957	246	844	145	837	950
167	392	439	165	788	728	710	891	637	794
546	707	626	601	350	689	635	916	711	553
136	24	866	3	916	411	938	579	997	581
909	466	94	10	169	349	323	856	891	969
871	214	129	93	234	93	874	755	889	55
879	624	774	562	155	526	146	66	829	168
143	142	383	665	361	452	856	292	318	35
971	82	102	257	477	709	961	335	906	779
361	625	71	995	516	470	148	160	445	419
740	810	248	605	926	885	933	690	649	856
789	853	272	556	189	574	971	893	662	457
796	961	911	356	231	82	13	666	347	9
448	75	569	526	705	513	731	7	923	490
362	76	856	336	875	887	350	679	872	301
871	345	110	959	958	733	878	505	965	560
489	166	401	745	952	739	467	232	956	596
