258	935	54	944	426
638	514	821	476	955
881	779	706	323	499
971	964	87	690	432
597	17	220	613	483
704	438	461	699	721
102	840	610	316	600
605	168	795	673	328
324	987	856	598	343
904	361	826	172	272
434	497	370	209	940
981	716	202	548	231
609	169	828	502	577
773	418	89	603	434
738	85	946	384	108
290	23	737	798	421
280	109	808	467	293
991	599	879	452	171
249	682	187	484	7
839	558	811	48	113
82	279	697	287	437
78	783	881	662	960
944	601	808	682	820
873	711	923	947	930
22	179	452	523	827
387	437	301	472	407
525	109	507	79	889
278	900	427	460	4
895	959	437	481	201
184	815	436	379	567
975	875	121	888	243
146	674	252	966	561
679	237	552	734	328
244	920	802	55	162
99	601	981	621	922
865	522	14	350	531
447	901	843	330	373
671	225	854	367	19
456	829	851	837	623
581	31	631	446	713
644	402	574	142	727
369	106	366	197	100
785	430	950	332	167
990	188	980	764	64
128	437	361	904	352
757	380	843	551	375
852	114	889	305	216
393	870	946	540	981
426	329	428	996	92
959	855	832	656	582
526	663	640	744	18
79	897	60	850	578
50	465	111	474	595
364	67	196	324	439
755	547	191	458	883
365	9	624	447	579
981	336	184	174	622
424	62	755	666	418
202	52	514	909	867
424	197	879	630	419
312	629	329	467	139
551	706	40	598	376
35	29	565	966	364
830	500	727	517	598
572	380	995	49	237
42	375	340	973	733
743	402	899	586	542
184	646	363	27	406
371	348	294	567	127
55	889	897	146	924
970	305	752	546	577
386	487	949	422	545
659	21	178	782	840
586	118	916	220	605
659	479	496	354	165
687	759	65	744	844
732	22	299	213	578
846	596	751	926	912
689	711	4	896	339
270	540	82	67	322
38	569	627	559	844
161	569	880	869	828
733	322	824	124	789
628	619	946	723	168
363	872	7	952	675
32	242	942	186	59
389	728	801	197	605
446	158	953	128	592
252	586	47	532	617
589	764	185	488	353
132	666	714	866	70
340	596	459	817	435
591	431	612	643	470
126	779	436	579	509
237	104	886	200	64
772	552	706	688	272
573	521	1000	731	487
217	221	308	639	889
936	160	944	451	324
316	123	808	768	801
828	279	314	675	801
526	889	193	123	351
710	416	777	673	801
878	737	282	900	897
756	176	749	139	297
903	273	792	427	787
491	9	586	346	137
580	723	170	594	247
135	83	203	105	291
497	340	666	563	675
710	706	591	664	572
659	559	417	732	238
963	303	336	334	244
789	332	657	644	622
573	893	942	974	543
545	234	453	268	53
501	47	430	600	447
618	501	844	516	478
596	900	539	228	547
71	889	717	38	765
219	421	935	745	146
719	265	859	950	249
157	623	377	482	568
59	605	202	384	13
800	875	703	672	106
950	748	976	881	832
171	115	332	726	216
889	197	604	471	825
395	548	75	757	900
269	853	756	982	93
363	753	711	280	365
111	74	255	534	388
133	594	312	179	532
164	675	161	721	932
190	483	593	109	583
269	789	314	648	761
167	361	816	731	270
591	775	845	161	782
820	130	70	394	179
351	804	241	467	867
566	519	562	115	2
646	128	291	421	615
80	431	570	259	512
121	350	781	954	301
605	407	101	891	54
960	106	818	522	864
104	478	288	659	62
151	444	728	720	915
9	50	428	201	434
655	569	244	397	792
39	500	281	77	950
402	503	668	935	579
539	740	418	233	363
411	282	289	970	321
903	959	413	177	973
796	748	555	855	999
266	280	167	990	542
978	352	58	922	776
138	286	612	508	773
450	211	151	234	140
903	217	976	261	579
246	563	349	534	186
28	897	550	849	791
811	285	351	281	818
237	227	664	287	328
835	355	512	552	791
114	402	42	574	310
508	59	471	885	859
648	407	671	844	818
430	412	638	575	79
633	774	453	644	11
918	38	406	935	723
737	474	502	4	872
960	607	343	879	681
630	828	524	448	368
608	905	214	53	282
214	766	258	822	240
892	916	573	779	833
684	525	65	765	363
501	265	780	672	182
972	466	826	261	455
912	418	962	825	719
678	683	271	756	617
462	58	117	880	176
346	326	577	885	498
958	181	289	624	851
87	639	93	508	846
595	378	706	883	578
296	765	607	400	796
130	477	915	381	913
705	656	480	81	366
178	789	553	8	558
964	551	419	158	635
644	50	934	291	4
619	248	632	919	357
471	41	862	360	479
804	22	472	453	848
510	211	486	386	95
103	458	899	512	617
113	168	821	146	984
201	577	928	985	99
91	52	578	835	395
970	321	897	454	284
280	912	728	615	813
575	916	411	728	343
963	750	972	284	807
16	394	647	659	10
659	126	630	995	596
469	662	27	124	706
90	499	983	445	643
291	823	917	355	97
17	218	718	203	380
595	403	862	951	218
701	385	920	863	138
407	632	580	305	162
810	591	773	960	913
982	974	842	450	545
476	939	766	943	132
65	175	518	187	46
113	555	740	709	939
837	278	546	792	330
369	951	720	710	903
632	714	881	973	979
125	375	871	508	315
331	518	797	981	451
989	443	548	508	341
772	603	568	690	550
894	267	609	952	760
668	217	85	531	959
243	741	914	416	413
550	708	680	272	365
109	971	155	207	310
412	648	49	193	134
757	973	991	45	93
272	850	595	301	124
251	461	251	1	861
403	584	355	946	431
900	574	136	227	646
246	65	595	643	326
162	826	547	771	830
686	489	850	819	469
35	340	413	72	306
927	16	332	856	98
705	663	849	66	102
370	157	190	655	753
383	151	757	529	390
330	212	330	479	100
844	555	512	294	939
501	440	233	807	959
584	279	778	680	584
10	591	412	127	924
107	145	454	950	712
863	956	145	778	477
788	968	620	158	927
168	703	642	397	993
865	30	383	234	794
105	305	922	921	28
380	793	789	922	874
65	807	14	792	142
438	885	134	179	236
591	330	183	939	12
499	244	162	422	870
399	911	732	858	357
958	797	485	162	406
312	63	55	804	474
91	484	199	57	347
715	347	472	496	929
601	492	665	127	938
721	569	459	808	159
993	385	487	857	193
555	811	773	258	759
718	236	601	750	127
143	984	398	565	321
180	628	124	618	777
936	463	334	593	787
80	238	8	3	455
889	255	435	3	849
158	555	450	109	711
436	660	954	580	786
889	360	324	800	29
246	752	950	694	659
217	804	540	241	186
967	971	774	86	212
836	770	530	673	485
521	614	796	902	238
974	822	972	182	921
189	704	866	454	637
82	189	155	418	615
251	854	536	808	932
646	136	7	57	224
991	503	932	421	307
947	610	182	241	932
965	714	763	347	731
82	832	923	748	194
1000	79	790	643	381
285	22	214	91	846
646	249	542	952	327
8	204	414	806	335
232	373	279	9	592
318	47	767	423	290
977	891	944	194	981
581	62	530	849	723
314	942	522	332	237
707	89	580	632	176
11	218	166	618	424
59	765	625	244	657
620	464	349	38	543
192	629	426	645	782
604	18	449	664	246
273	909	599	139	536
257	858	806	612	632
119	948	23	71	451
593	355	785	168	568
733	906	107	332	868
150	242	431	131	820
832	939	366	503	61
548	526	961	727	935
432	854	907	258	391
599	921	271	461	988
12	299	255	889	393
382	76	931	477	728
997	843	343	968	223
746	228	531	935	604
29	488	923	880	236
775	783	881	65	139
875	677	322	316	896
376	569	124	866	963
788	564	342	149	344
835	234	91	651	30
805	440	816	296	907
805	749	948	493	946
286	756	816	400	790
145	75	677	100	186
906	268	222	916	276
301	150	973	721	28
91	883	363	192	365
965	90	838	558	468
270	283	269	30	687
895	215	910	503	69
85	327	474	696	250
365	986	118	580	600
538	995	904	685	166
314	785	999	806	811
698	60	974	925	252
518	524	244	119	9
355	531	532	740	833
601	286	600	323	548
438	936	614	40	805
241	801	921	751	508
391	440	523	961	247
283	554	581	757	492
948	971	855	630	658
960	701	515	537	731
786	574	945	455	829
124	643	306	164	725
980	486	353	327	126
646	467	919	940	518
237	479	657	578	712
181	282	231	252	983
741	556	174	665	104
89	995	733	466	495
34	283	828	280	379
4	905	972	786	267
820	529	363	316	540
515	296	584	872	517
717	118	280	950	576
884	867	74	10	793
160	887	688	586	316
974	825	456	863	371
715	525	608	166	590
932	696	209	776	258
876	554	486	516	915
547	225	152	502	98
279	339	140	774	466
660	661	781	5	21
833	785	442	615	428
66	144	824	313	871
947	806	888	743	800
428	459	889	675	713
990	344	785	600	372
172	145	210	822	356
707	22	13	514	663
160	695	386	299	933
341	665	852	71	307
684	745	886	352	26
646	964	234	709	197
659	98	433	857	254
135	620	107	560	7
147	756	620	737	154
970	65	44	266	18
55	814	513	547	766
2	197	825	778	31
910	5	904	690	618
261	627	590	997	488
876	887	682	22	392
612	110	155	469	489
811	679	803	647	854
20	1000	550	88	394
825	13	950	231	175
833	354	45	330	545
361	617	722	982	827
371	878	149	778	498
942	164	35	113	46
828	695	264	530	426
604	493	162	555	647
144	950	111	96	851
598	21	121	350	665
699	333	499	12	796
419	678	56	228	375
597	21	75	397	119
830	534	554	856	642
275	469	825	203	456
530	77	786	685	144
198	49	684	167	855
631	255	145	140	775
182	803	456	398	426
752	851	545	177	835
457	655	966	666	152
186	74	554	364	894
87	977	660	404	193
975	90	440	552	931
871	43	641	866	696
157	359	352	394	643
51	710	113	98	458
985	865	518	154	957
556	295	74	856	690
626	427	645	598	574
499	268	217	548	985
906	866	425	712	724
633	422	513	501	719
541	209	223	687	346
528	870	845	999	845
582	832	853	924	621
815	295	699	349	748
427	100	587	943	86
613	774	858	848	913
156	33	409	866	361
909	589	315	238	697
907	264	515	72	610
552	982	582	220	784
399	249	762	241	405
900	444	579	463	683
205	225	998	834	46
50	968	662	151	72
805	185	550	943	446
565	30	86	962	814
650	892	548	897	754
546	9	820	40	618
233	112	456	490	563
778	805	221	460	569
991	404	789	578	169
517	227	163	171	343
249	251	770	333	416
393	6	218	168	202
484	139	440	347	711
441	226	755	882	548
888	183	679	620	139
99	901	622	285	665
551	766	868	862	865
737	63	932	864	113
30	189	240	228	11
703	276	207	763	630
232	505	194	183	678
798	497	883	907	901
764	63	979	380	915
886	60	225	696	733
98	514	417	342	735
701	223	268	570	707
737	181	301	530	984
963	829	781	758	749
75	616	175	416	934
335	959	733	668	552
179	209	386	681	450
592	407	62	534	489
703	859	264	126	561
982	345	329	339	209
223	273	671	389	592
714	278	379	70	820
754	360	859	276	711
677	351	6	87	432
155	355	125	641	786
580	837	864	2	878
646	965	51	418	781
129	545	958	393	360
509	455	390	7	176
6	285	411	161	655
994	368	259	316	538
401	775	529	646	790
451	432	660	537	837
357	567	588	358	122
978	79	427	600	493
15	785	434	938	51
798	281	146	607	476
332	450	342	502	262
822	569	663	690	521
884	990	686	618	905
310	27	393	475	117
741	554	892	944	925
700	232	975	676	251
399	772	745	41	467
564	385	504	256	738
690	470	815	770	7
87	847	310	204	403
207	172	115	595	928
548	783	970	607	881
994	971	298	756	425
234	237	297	626	624
86	391	111	924	716
710	401	511	941	310
440	874	334	956	322
609	667	492	958	79
37	540	228	613	896
571	144	123	272	621
154	118	722	657	53
930	268	992	272	907
659	537	128	471	115
927	597	384	895	783
681	449	904	512	994
415	469	496	709	919
150	276	370	929	512
882	439	278	519	176
727	649	542	924	730
927	473	665	618	981
214	524	56	60	830
810	111	686	14	766
806	885	860	542	89
131	872	601	857	41
322	129	6	357	30
475	97	510	953	515
679	324	598	919	795
794	149	194	29	546
791	429	486	117	746
310	686	534	997	724
65	630	613	656	573
220	903	837	672	389
55	422	807	138	783
968	578	5	542	255
24	78	671	687	172
9	111	253	824	264
655	264	317	329	493
1000	190	429	904	610
249	67	490	220	928
732	850	319	147	380
521	796	148	100	446
546	106	525	586	263
765	959	687	429	907
592	173	840	170	600
515	164	368	550	553
356	856	234	278	766
361	587	67	791	18
160	435	499	439	481
794	642	975	460	231
140	555	359	825	415
786	46	716	945	869
248	188	67	582	525
145	510	440	701	414
291	346	474	473	911
275	82	108	973	345
326	268	875	759	22
924	920	988	268	782
477	626	871	186	31
490	11	995	305	636
162	337	317	693	425
132	173	410	658	165
152	867	304	125	797
53	344	890	814	565
280	336	700	759	901
285	217	703	611	44
721	478	948	118	532
129	730	115	506	296
834	517	407	842	14
38	639	137	593	482
405	28	904	850	963
275	614	455	282	785
734	914	927	400	971
177	649	640	402	914
325	968	177	458	300
174	222	872	898	108
68	408	398	216	794
653	950	965	257	734
462	519	613	271	80
653	161	720	403	103
455	790	979	223	175
130	190	848	542	99
842	769	285	442	63
446	197	596	529	365
25	176	184	688	533
837	92	582	670	528
338	588	504	799	125
967	889	896	315	398
613	901	328	950	639
795	947	532	537	609
203	544	816	892	849
503	191	703	317	446
66	377	652	640	557
420	907	917	298	719
974	235	415	612	282
865	306	825	70	401
218	501	299	942	116
744	98	232	492	980
979	234	605	804	192
725	472	482	667	252
564	16	590	756	266
796	286	939	293	941
262	208	816	954	431
647	9	369	714	830
298	134	123	254	214
797	919	686	825	938
640	852	181	323	690
134	598	244	220	677
737	471	848	431	879
632	575	700	682	143
847	244	644	45	946
204	372	720	856	223
804	776	420	527	946
695	352	41	118	721
165	976	697	862	923
388	579	55	797	899
826	723	805	920	882
151	720	616	411	862
488	301	91	779	172
573	650	574	742	638
347	957	363	766	25
563	12	536	504	604
261	458	933	434	507
872	176	880	433	927
161	158	84	766	101
588	984	617	354	154
943	904	439	272	280
856	431	441	353	530
698	975	507	184	948
618	240	337	817	511
178	705	870	814	24
477	145	373	279	712
908	279	882	363	557
932	698	730	55	24
935	281	506	603	30
824	715	830	650	237
803	887	784	170	251
778	41	26	857	305
527	744	362	894	721
565	510	455	460	592
850	364	29	887	151
471	80	388	759	807
509	119	47	6	559
686	678	984	42	36
88	961	253	229	367
539	832	421	694	584
67	804	876	357	130
856	681	664	142	546
255	853	640	242	426
793	438	540	791	458
435	758	901	813	396
777	262	761	417	500
766	564	460	132	187
496	464	141	731	809
364	326	83	223	933
1	74	150	728	549
119	307	115	472	840
832	24	874	179	817
800	504	918	2	179
459	405	105	708	579
818	681	889	577	460
633	411	427	149	143
193	31	494	179	733
14	743	201	34	839
390	798	643	79	530
539	172	534	191	629
17	942	640	568	897
899	583	191	73	1
788	814	608	185	9
538	561	675	441	401
569	238	638	2	330
821	242	496	110	190
352	331	245	479	150
573	722	790	584	410
924	203	8	750	341
210	193	137	813	168
694	62	403	225	330
469	491	448	307	726
487	911	682	603	591
524	131	921	986	385
166	460	686	204	214
95	758	336	3	40
634	67	917	546	760
147	58	186	690	698
624	28	670	382	668
710	242	192	495	94
273	667	873	147	101
887	727	313	528	423
370	757	889	685	858
397	149	199	500	682
887	344	665	28	478
785	877	42	856	890
388	121	593	989	4
641	532	439	817	325
557	556	481	882	612
801	790	343	532	859
910	179	275	856	241
574	93	250	351	301
557	261	283	119	988
714	377	564	415	79
862	962	843	129	20
958	396	254	706	905
783	576	351	587	826
960	239	362	905	939
585	45	199	287	30
360	714	812	409	723
494	349	641	910	22
454	435	72	328	367
920	523	750	443	93
128	992	685	756	973
163	261	811	550	570
168	8	395	548	445
904	692	161	243	494
28	322	236	938	80
306	731	754	304	590
751	218	803	977	87
981	848	296	490	334
821	304	189	495	317
112	779	733	446	279
829	368	787	732	857
630	718	665	304	345
62	115	487	457	399
501	645	212	912	338
476	738	48	961	602
508	528	312	915	649
257	366	825	960	376
388	497	835	722	381
285	689	738	583	886
967	232	139	846	277
584	48	248	331	299
591	605	86	440	236
569	58	258	145	909
920	121	151	908	662
724	24	663	222	773
146	599	609	229	899
675	998	361	552	531
738	343	230	804	567
452	404	602	668	69
923	605	623	122	908
437	737	579	608	978
192	799	503	46	153
299	382	560	898	748
73	221	235	846	863
717	648	797	475	121
141	78	944	518	56
932	284	902	923	246
776	596	469	65	965
930	361	143	674	780
639	111	42	787	250
261	436	579	639	973
871	211	219	403	231
83	141	900	562	241
581	512	972	83	734
9	987	887	196	300
302	647	556	278	740
403	270	849	27	109
373	310	896	626	447
133	379	685	581	22
224	323	220	765	592
759	438	153	739	646
231	298	624	614	324
352	698	795	624	111
653	4	976	174	812
579	713	32	786	835
388	562	554	627	546
175	795	344	825	1000
245	562	324	76	32
79	54	28	895	336
714	220	343	640	443
612	711	114	353	676
753	820	109	14	149
327	57	84	170	72
504	976	661	771	766
186	793	610	245	166
566	547	994	303	344
916	51	41	887	201
28	512	241	168	79
314	201	978	626	906
603	989	675	195	794
764	479	176	611	659
527	334	810	654	649
687	398	928	666	126
46	716	994	635	802
684	32	140	734	481
216	575	198	866	351
5	66	24	790	643
263	983	791	58	807
597	643	64	485	609
205	832	316	13	526
116	945	503	295	625
773	658	870	817	484
246	258	149	724	246
498	329	262	846	204
362	712	487	857	949
660	834	511	19	63
717	870	665	520	585
616	384	625	228	13
302	545	742	741	836
558	968	327	160	590
48	443	398	867	967
972	619	973	477	433
404	600	755	200	137
603	289	110	435	595
866	252	417	499	357
703	662	937	447	526
770	431	709	508	777
800	956	512	96	501
592	814	162	741	992
228	191	891	98	588
728	191	313	776	129
616	843	334	450	848
906	936	68	629	982
138	423	164	994	989
261	673	800	957	649
200	745	618	408	915
672	543	202	502	313
608	672	517	261	253
217	613	118	988	970
145	867	499	146	51
773	549	30	739	110
750	797	245	8	152
527	406	882	130	605
357	383	635	346	94
670	732	834	119	308
836	133	910	528	546
746	613	138	33	659
814	720	5	388	986
346	26	361	448	217
719	458	827	309	221
909	409	931	609	87
228	319	476	146	11
764	108	304	646	198
283	20	507	391	676
773	160	523	363	488
244	368	703	295	928
228	25	288	292	748
845	510	280	194	459
614	941	377	844	722
932	679	5	501	860
245	571	834	89	935
8	596	806	121	443
909	893	468	944	440
747	446	847	714	384
814	159	728	738	261
803	575	538	803	315
356	466	926	592	400
807	610	287	670	27
943	313	157	436	336
518	902	752	325	456
783	401	644	837	855
46	864	898	769	201
537	556	620	790	83
686	700	977	911	491
279	55	851	287	859
740	481	977	369	591
88	262	688	241	807
896	555	896	807	958
483	778	601	586	437
210	530	613	841	972
758	363	467	947	678
65	728	164	955	833
764	244	347	694	211
575	983	446	18	542
917	829	920	201	408
811	531	715	447	950
465	519	385	492	329
200	833	688	74	441
688	47	325	64	922
344	127	847	658	101
326	367	283	105	351
333	792	835	50	579
220	273	851	670	215
851	919	797	213	135
18	201	972	409	393
837	220	278	11	514
732	427	764	422	998
913	179	580	621	114
682	101	255	712	635
303	326	591	325	67
114	868	229	759	455
687	922	38	287	61
805	959	944	411	957
516	701	955	400	640
216	887	489	737	213
200	943	974	290	528
391	919	810	323	602
569	84	189	661	377
747	435	118	751	872
557	255	710	485	837
848	31	860	637	499
212	485	61	863	802
259	308	724	73	654
703	513	554	394	340
168	653	529	709	971
940	958	103	612	661
720	638	915	297	352
869	603	801	947	840
542	46	732	657	4
527	905	770	779	607
311	411	485	906	848
363	567	437	741	644
942	926	404	784	619
220	500	267	586	877
403	547	312	591	38
542	405	664	66	214
99	660	748	328	453
929	242	210	761	586
860	224	122	660	280
993	987	642	648	332
237	703	786	799	634
373	19	858	453	461
610	783	669	688	317
664	195	824	87	250
755	61	694	643	500
820	790	611	997	208
113	661	711	905	898
545	481	320	794	863
315	596	880	779	24
673	55	595	16	662
385	916	441	744	483
834	692	873	353	770
801	982	54	648	808
524	975	801	63	84
317	576	520	998	53
349	688	254	442	254
236	800	325	30	949
316	234	962	899	59
176	983	111	508	816
134	112	765	346	428
743	46	1000	23	934
755	202	937	971	115
113	78	193	805	895
554	526	665	513	791
572	201	504	204	213
837	891	346	467	992
889	800	105	441	448
140	224	483	814	90
839	654	311	466	225
908	629	759	756	259
651	590	634	300	73
745	897	977	722	436
792	102	793	747	121
1	289	203	931	874
934	828	547	728	808
20	103	43	721	544
701	401	127	244	621
791	834	215	887	573
918	303	898	528	532
345	254	100	68	746
782	124	27	497	636
41	374	28	773	777
453	766	171	109	708
36	910	73	531	256
939	992	565	506	803
122	870	829	229	492
286	656	525	326	143
149	853	549	719	409
585	21	719	836	720
643	703	476	640	495
299	809	871	193	758
725	676	567	364	203
41	247	837	656	142
901	161	424	214	720
454	937	307	748	91
964	127	882	82	75
823	959	261	604	443
571	735	745	950	320
852	215	8	727	710
473	160	875	959	941
83	126	285	397	518
93	49	453	353	54
59	14	55	58	635
42	138	417	972	999
697	416	228	186	631
331	486	870	232	704
857	58	123	397	61
894	615	754	301	7
649	865	749	138	562
566	301	865	486	183
478	602	678	363	717
48	983	510	866	366
735	916	412	58	919
607	939	607	74	6
458	692	572	158	837
669	4	703	838	621
854	841	806	638	451
101	467	677	383	227
4	123	263	438	431
396	165	687	242	459
991	928	938	617	879
360	786	450	754	487
237	132	961	245	130
621	482	218	897	85
46	665	979	693	424
226	3	882	923	683
351	369	738	440	888
176	279	553	278	818
999	485	124	80	324
686	318	149	926	682
998	808	231	650	670
92	562	149	846	59
46	69	300	616	487
611	923	66	890	18
152	794	352	119	766
351	393	832	405	6
798	123	295	930	641
925	528	417	980	441
312	197	169	137	238
340	324	278	595	427
498	628	732	300	638
26	652	782	623	408
631	730	71	247	517
479	421	75	277	52
218	316	416	958	576
509	464	757	706	395
87	236	273	634	567
47	517	132	156	157
207	63	728	871	102
954	530	635	339	802
635	496	393	829	535
258	496	783	539	198
75	342	849	471	207
723	295	152	795	169
791	79	44	4	374
930	690	731	780	978
798	760	957	714	82
160	714	179	824	257
452	329	574	305	547
78	325	520	699	189
649	74	860	158	38
696	140	290	990	705
671	3	281	964	308
949	439	697	750	861
206	188	695	34	131
746	956	546	918	243
447	210	717	216	718
421	34	105	357	654
699	812	37	934	997
555	853	978	547	77
617	373	358	104	81
967	380	608	939	282
638	791	765	907	33
440	751	116	892	273
181	903	42	489	185
318	329	73	35	189
104	286	88	221	637
988	805	857	290	623
568	60	37	79	988
873	955	543	372	978
98	135	443	586	455
588	277	983	377	1000
508	137	196	718	446
842	919	201	379	655
871	453	913	257	426
885	459	819	344	257
503	265	143	778	979
590	74	199	707	4
439	894	369	326	884
300	12	535	387	444
523	826	36	683	771
46	509	617	290	587
733	539	467	192	906
217	403	594	505	813
453	753	513	811	865
205	200	785	618	837
29	885	38	536	725
87	920	273	108	722
880	969	886	958	607
32	727	282	613	299
816	842	733	32	286
896	562	828	705	886
939	947	833	503	402
149	425	928	236	153
53	377	603	726	447
753	648	935	360	910
234	958	928	782	764
790	388	62	811	807
530	473	723	159	188
253	485	167	619	338
518	69	884	79	212
830	748	923	697	727
725	745	110	241	566
652	830	370	812	196
963	312	877	407	644
560	931	309	337	330
777	445	165	976	452
430	863	522	5	957
806	685	89	93	664
710	912	724	90	58
507	615	142	205	655
464	19	714	498	792
279	305	787	562	730
499	757	971	195	56
522	37	414	202	144
305	932	552	375	45
252	47	746	783	761
947	920	729	967	311
761	785	252	645	452
651	19	506	960	530
139	668	949	670	387
439	276	510	942	568
580	808	436	499	962
510	116	97	63	603
904	343	854	78	699
265	588	496	444	83
799	225	309	513	266
175	475	552	851	65
373	870	910	926	581
237	62	787	162	270
136	760	737	418	621
266	867	192	946	982
401	642	132	351	75
510	974	879	35	787
384	205	584	830	953
396	688	947	81	30
916	522	614	766	354
166	28	256	546	407
190	399	311	876	64
541	824	748	140	996
898	493	19	234	979
729	360	499	132	191
26	682	174	531	109
765	160	3	852	438
569	997	367	518	821
920	432	421	330	458
81	591	850	648	579
345	205	408	466	988
887	423	54	601	395
436	20	247	533	685
914	736	414	662	727
981	7	129	53	334
171	797	493	951	621
892	765	228	997	957
378	499	124	933	233
629	53	705	308	172
584	761	133	570	95
959	63	522	233	3
326	971	342	414	504
918	252	896	912	293
678	367	580	723	233
932	914	837	657	441
780	154	931	509	665
374	132	30	182	639
352	939	698	729	86
268	245	954	686	303
580	416	660	21	166
948	760	691	460	892
246	913	501	731	228
46	521	477	262	401
588	139	131	960	985
543	13	528	383	945
426	74	204	74	311
476	212	84	230	344
702	347	578	872	194
365	967	554	645	86
299	203	105	931	786
184	959	611	770	177
765	91	803	290	14
321	865	389	210	42
869	436	868	572	527
520	489	705	971	57
443	27	207	861	727
627	587	644	710	669
330	390	917	64	38
657	870	597	629	822
423	775	3	271	602
153	240	237	870	205
905	645	960	508	433
182	872	921	450	223
989	838	242	967	481
658	144	574	914	959
27	154	582	613	282
277	923	204	914	240
893	757	455	381	496
59	720	861	702	581
6	373	692	288	850
963	573	419	471	26
140	443	510	249	18
221	887	584	289	492
466	435	233	205	932
936	670	394	606	449
682	382	958	686	709
470	248	250	707	947
196	855	846	387	945
719	857	239	561	875
41	119	56	287	955
502	21	37	741	582
292	339	403	627	752
953	825	50	392	690
503	335	531	699	223
999	858	884	594	823
542	511	51	929	333
645	163	850	829	124
193	962	33	278	651
837	731	163	813	910
679	954	692	595	578
305	609	895	188	127
32	863	510	850	843
3	178	455	366	474
742	369	661	469	783
139	545	419	930	526
376	831	471	554	467
567	358	228	904	405
283	529	976	425	883
715	920	798	296	549
912	928	351	208	803
435	206	850	902	959
303	987	902	297	469
707	114	728	448	404
405	724	516	322	125
870	312	997	555	870
235	893	353	507	238
364	699	663	998	736
652	372	398	669	731
749	938	497	987	83
982	122	309	980	393
301	193	520	193	128
857	426	166	168	451
359	139	260	198	584
172	938	313	552	546
440	502	904	447	35
882	129	176	168	779
966	63	764	623	377
255	668	293	569	745
53	982	617	395	684
343	139	393	175	700
712	344	659	204	750
871	471	396	896	510
258	292	159	603	116
227	412	735	389	1
710	515	908	317	659
872	49	687	378	370
292	116	226	680	544
669	18	861	201	975
